Timestamp,Город или область где вы живете / Yashayotgan shaharingiz yoki viloyat,Возраст / Yoshingiz,Пол / Jinsingiz,Уровень английского / Ingliz tilini bilishingiz darajasi,Образование / Maʼlumotingiz,Должность / Lavozim,Уровень / Daraja,Язык программирования и технологии используемые на работе / Ish jarayonida ishlatiladigan dasturlash tili yoki texnologiyalar,Общий опыт работы (в годах) / Umumiy tajribangiz (yillarda),Опыт работы на текущем месте (в годах) / Joriy ish joyingizdagi tajribangiz (yillarda),Главный офис компании находится в / Kompaniyaning bosh ofisi qayerda?,Тип компании / Kompaniyaning yoʻnalishi yoki turi,Размер компании / Kompaniya hajmi,Работаю / Ishlayman,Компания предлагает / Kompaniya quyidagi qoʻshimchalarni beradi,Получаю зарплату / Maosh olaman,Зарплата в месяц / Oylik maosh,На сколько изменилась зарплата за 12 месяцев / Soʻnggi 12 oy ichida maoshingiz qanchaga oʻzgardi?,Оставьте ваш фидбек и комментарии / Fikringiz va izohingizni qoldiring
2/11/2020 11:44:01,Ташкент / Toshkent shahri,25,Мужской / Erkak,Intermediate (средний / oʻrtacha),Высшее / Oliy,Software Engineer,Middle,Python,1-3,<1,Узбекистан / Oʻzbekiston,Outsourcing,до 10 человек / 10 kishigacha,удаленно / masofadan (remote),"Питание в офисе (обеды) / Ofisda (tekinga) ovqatlanish (tushlik), Кофе, чай, печеньки в офисе / Ofisda kofe, choy, pechenye, Возможность удалённой работы / Masofadan ishlash imkoniyati, Бонусы от завершённых проектов / Tugallangan loyihalardan bonus beriladi",в долларах США / AQSh dollarida,1200,1.25,AnonymousUser
2/11/2020 11:59:55,Ташкент / Toshkent shahri,37,Мужской / Erkak,Upper Intermediate (выше среднего / oʻrtadan yuqori),Незаконченное высшее / Yakunlanmagan oliy,Software Engineer,Senior,Java/Scala,>10,>10,Узбекистан / Oʻzbekiston,Outsourcing,до 50 человек / 50 kishigacha,в офисе / ofisda,"Питание в офисе (обеды) / Ofisda (tekinga) ovqatlanish (tushlik), Кофе, чай, печеньки в офисе / Ofisda kofe, choy, pechenye",в сумах / soʻmda,30000000,,
2/11/2020 12:02:50,Ташкент / Toshkent shahri,20,Мужской / Erkak,Intermediate (средний / oʻrtacha),Колледж / Kollej,Software Engineer,Junior,"Frontend Development (JavaScript, TypeScript), Web (HTML/CSS)",<1,<1,Узбекистан / Oʻzbekiston,Outsourcing,до 50 человек / 50 kishigacha,в офисе / ofisda,"Питание в офисе (обеды) / Ofisda (tekinga) ovqatlanish (tushlik), Кофе, чай, печеньки в офисе / Ofisda kofe, choy, pechenye",в долларах США / AQSh dollarida,200,,
2/11/2020 13:09:10,Ташкент / Toshkent shahri,23,Мужской / Erkak,Intermediate (средний / oʻrtacha),Высшее / Oliy,Software Engineer,Middle,"C#/.NET, PHP, Python",3-5,<1,Узбекистан / Oʻzbekiston,Outsourcing,до 50 человек / 50 kishigacha,в офисе / ofisda,"Питание в офисе (обеды) / Ofisda (tekinga) ovqatlanish (tushlik), Кофе, чай, печеньки в офисе / Ofisda kofe, choy, pechenye, Предоставление необходимой техники за счёт компании или выделение средств на её приобретение (BYOD) / Zarur texnika kompaniya hisobidan qoplanadi (sotib olinadi yoki ekvivalent pul beriladi)",в долларах США / AQSh dollarida,300,2,
2/11/2020 14:13:47,Ташкент / Toshkent shahri,19,Мужской / Erkak,Upper Intermediate (выше среднего / oʻrtadan yuqori),Колледж / Kollej,Software Engineer,Middle,"Java/Scala, Android (Kotlin, Java)",<1,<1,Узбекистан / Oʻzbekiston,Outsourcing,до 10 человек / 10 kishigacha,в офисе / ofisda,Предоставление необходимой техники за счёт компании или выделение средств на её приобретение (BYOD) / Zarur texnika kompaniya hisobidan qoplanadi (sotib olinadi yoki ekvivalent pul beriladi),в сумах / soʻmda,2000000,0,
2/11/2020 14:13:50,Бухарская область / Buxoro viloyati,20,Мужской / Erkak,Beginner (ниже среднего / oʻrtadan past),Незаконченное высшее / Yakunlanmagan oliy,Software Engineer,Middle,MERN stack,1-3,1-3,Узбекистан / Oʻzbekiston,Outsourcing,до 10 человек / 10 kishigacha,в офисе / ofisda,Предоставление необходимой техники за счёт компании или выделение средств на её приобретение (BYOD) / Zarur texnika kompaniya hisobidan qoplanadi (sotib olinadi yoki ekvivalent pul beriladi),в сумах / soʻmda,400000,300000,
2/11/2020 14:33:52,Ташкент / Toshkent shahri,24,Мужской / Erkak,Upper Intermediate (выше среднего / oʻrtadan yuqori),Высшее / Oliy,Software Engineer,Middle,"Java/Scala, Android (Kotlin, Java), iOS (Swift, Objective C)",1-3,<1,Узбекистан / Oʻzbekiston,Outsourcing,до 50 человек / 50 kishigacha,в офисе / ofisda,,в сумах / soʻmda,7000000,2000000,Zo'r
2/11/2020 14:38:56,Ташкент / Toshkent shahri,30,Мужской / Erkak,Upper Intermediate (выше среднего / oʻrtadan yuqori),Высшее / Oliy,Software Engineer,Senior,"C#/.NET, SQL/PL-SQL, Frontend Development (JavaScript, TypeScript), Web (HTML/CSS)",7-10,5-7,Узбекистан / Oʻzbekiston,Outsourcing,до 200 человек / 200 kishigacha,в офисе / ofisda,"Предоставление необходимой техники за счёт компании или выделение средств на её приобретение (BYOD) / Zarur texnika kompaniya hisobidan qoplanadi (sotib olinadi yoki ekvivalent pul beriladi), Бонусы от завершённых проектов / Tugallangan loyihalardan bonus beriladi",в долларах США / AQSh dollarida,1900,300,
2/11/2020 14:43:29,Ташкентская область / Toshkent viloyati,25,Мужской / Erkak,Intermediate (средний / oʻrtacha),Колледж / Kollej,Software Engineer,Middle,"PHP, Frontend Development (JavaScript, TypeScript), Web (HTML/CSS)",3-5,<1,Узбекистан / Oʻzbekiston,Outsourcing,до 50 человек / 50 kishigacha,в офисе / ofisda,"Кофе, чай, печеньки в офисе / Ofisda kofe, choy, pechenye, Предоставление необходимой техники за счёт компании или выделение средств на её приобретение (BYOD) / Zarur texnika kompaniya hisobidan qoplanadi (sotib olinadi yoki ekvivalent pul beriladi)",в долларах США / AQSh dollarida,800,400,"yaxshi so'rovnoma, manimcha kompaniyalar uchun ham shunaqa so'rovnomalar qilish kerak"
2/11/2020 15:10:18,Ташкент / Toshkent shahri,27,Мужской / Erkak,Intermediate (средний / oʻrtacha),Незаконченное высшее / Yakunlanmagan oliy,Software Engineer,Middle,"PHP, Frontend Development (JavaScript, TypeScript)",3-5,1-3,Узбекистан / Oʻzbekiston,Outsourcing,до 50 человек / 50 kishigacha,в офисе / ofisda,"Кофе, чай, печеньки в офисе / Ofisda kofe, choy, pechenye, Предоставление необходимой техники за счёт компании или выделение средств на её приобретение (BYOD) / Zarur texnika kompaniya hisobidan qoplanadi (sotib olinadi yoki ekvivalent pul beriladi), Возможность удалённой работы / Masofadan ishlash imkoniyati, Компенсация затрат на спорт (фитнес, бассейн) / Sportga chiqimlar qoplanadi (fitnes, basseyn)",в долларах США / AQSh dollarida,1000,400,
2/11/2020 16:09:48,Ташкент / Toshkent shahri,23,Мужской / Erkak,Advanced (продвинутый / yuqori),Незаконченное высшее / Yakunlanmagan oliy,Software Engineer,Junior,"Android (Kotlin, Java), iOS (Swift, Objective C)",1-3,<1,Узбекистан / Oʻzbekiston,Outsourcing,до 200 человек / 200 kishigacha,в офисе / ofisda,"Предоставление необходимой техники за счёт компании или выделение средств на её приобретение (BYOD) / Zarur texnika kompaniya hisobidan qoplanadi (sotib olinadi yoki ekvivalent pul beriladi), Компенсация проезда или затрат на бензин / Yoʻlkira haqi qoplanadi: ommaviy transport yoki benzin, Бонусы от завершённых проектов / Tugallangan loyihalardan bonus beriladi",в сумах / soʻmda,6000000,2000000,
2/11/2020 21:29:35,Андижанская область / Andijon viloyati,20,Мужской / Erkak,Intermediate (средний / oʻrtacha),Колледж / Kollej,Software Engineer,Middle,"PHP, Android (Kotlin, Java), SQL/PL-SQL, Web (HTML/CSS)",3-5,1-3,Узбекистан / Oʻzbekiston,Outsourcing,до 10 человек / 10 kishigacha,удаленно / masofadan (remote),"Питание в офисе (обеды) / Ofisda (tekinga) ovqatlanish (tushlik), Кофе, чай, печеньки в офисе / Ofisda kofe, choy, pechenye, Предоставление необходимой техники за счёт компании или выделение средств на её приобретение (BYOD) / Zarur texnika kompaniya hisobidan qoplanadi (sotib olinadi yoki ekvivalent pul beriladi), Возможность удалённой работы / Masofadan ishlash imkoniyati, Компенсация затрат на спорт (фитнес, бассейн) / Sportga chiqimlar qoplanadi (fitnes, basseyn), Бонусы от завершённых проектов / Tugallangan loyihalardan bonus beriladi",в сумах / soʻmda,1000000,1000000,"Sizlarga bu nega kerak, tushunmadim"
2/11/2020 23:43:20,Ташкент / Toshkent shahri,34,Мужской / Erkak,Intermediate (средний / oʻrtacha),Высшее / Oliy,Software Engineer,Senior,"Java/Scala, Android (Kotlin, Java), SQL/PL-SQL",>10,3-5,Узбекистан / Oʻzbekiston,Outsourcing,до 200 человек / 200 kishigacha,в офисе / ofisda,"Питание в офисе (обеды) / Ofisda (tekinga) ovqatlanish (tushlik), Бонусы от завершённых проектов / Tugallangan loyihalardan bonus beriladi, Возможность переезда в другой город или страну / Boshqa shahar yoki davlatga koʻchish uchun yordam beriladi",в долларах США / AQSh dollarida,4000,3,
2/11/2020 23:45:09,Ташкент / Toshkent shahri,23,Мужской / Erkak,Upper Intermediate (выше среднего / oʻrtadan yuqori),Высшее / Oliy,Software Engineer,Middle,"Android (Kotlin, Java), iOS (Swift, Objective C)",1-3,<1,Узбекистан / Oʻzbekiston,Outsourcing,до 50 человек / 50 kishigacha,в офисе / ofisda,"Кофе, чай, печеньки в офисе / Ofisda kofe, choy, pechenye, Возможность удалённой работы / Masofadan ishlash imkoniyati, Бонусы от завершённых проектов / Tugallangan loyihalardan bonus beriladi",в сумах / soʻmda,6000000,10,
2/12/2020 7:15:10,Ташкент / Toshkent shahri,26,Мужской / Erkak,Intermediate (средний / oʻrtacha),Высшее / Oliy,Software Engineer,Senior,"Java/Scala, Android (Kotlin, Java)",5-7,1-3,Узбекистан / Oʻzbekiston,Outsourcing,до 200 человек / 200 kishigacha,в офисе / ofisda,"Питание в офисе (обеды) / Ofisda (tekinga) ovqatlanish (tushlik), Кофе, чай, печеньки в офисе / Ofisda kofe, choy, pechenye",в долларах США / AQSh dollarida,2000,,
